"User_ID","Product_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Product_Category_1","Product_Category_2","Product_Category_3","Purchase","Income"
"1005128","P00177542","M","51-55","7","C","1","1","1","8","0","14293","12032"
"1000679","P00332242","M","36-45","16","C","4+","1","1","16","0","9241","14963"
"1003518","P00148742","F","18-25","7","A","2","0","8","17","0","11802","12283"
"1005757","P00270942","M","0-17","10","C","2","0","1","2","15","14121","14473"
"1000788","P00124242","M","26-35","0","C","1","0","11","14","0","4684","10787"
"1004287","P00147342","M","26-35","7","C","2","1","15","16","0","6854","10513"
"1003217","P00178342","F","36-45","0","A","0","0","8","0","0","8024","11597"
"1001741","P00318742","M","36-45","7","A","4+","1","1","8","0","6302","15291"
"1005978","P00057342","M","36-45","1","B","2","0","4","5","0","37","15516"
"1001628","P00288942","M","18-25","20","B","1","0","1","2","5","11009","11760"
"1002376","P00263442","M","26-35","1","A","3","0","16","0","0","8111","13663"
"1000456","P00220442","M","36-45","0","A","0","0","5","14","0","6784","11174"
"1002303","P00158242","M","51-55","17","B","4+","1","6","8","0","16206","13093"
"1003526","P00242442","M","36-45","2","B","1","1","1","0","0","11275","13387"
"1003209","P00001042","M","26-35","0","C","3","0","1","2","16","10200","9212"
"1002419","P00201542","M","26-35","0","B","3","1","5","0","0","9296","10444"
"1003811","P00274042","M","26-35","15","A","0","0","1","0","0","5278","6774"
"1000438","P00192542","M","18-25","11","A","3","0","1","2","9","8794","15606"
"1005942","P00221442","M","46-50","1","C","4+","0","1","2","5","7785","11873"
"1003315","P00065042","M","26-35","12","B","1","1","5","15","0","11343","14358"
"1002790","P00252442","M","26-35","20","A","3","0","8","0","0","4205","10418"
"1004618","P00057242","M","26-35","14","B","1","1","5","0","0","12685","13395"
"1004160","P00295942","M","36-45","20","A","4+","1","2","5","15","15047","9617"
"1004837","P00298942","M","26-35","5","B","2","0","1","5","0","11664","14629"
"1001891","P00182542","M","46-50","1","C","3","1","5","11","0","9204","8829"
"1000817","P00126242","M","18-25","4","B","2","0","2","4","5","10769","16989"
"1001921","P00062842","M","55+","12","C","2","0","1","2","13","9696","12757"
"1005198","P00006242","F","18-25","4","B","0","0","5","0","0","10671","15654"
"1001182","P00114442","M","0-17","10","B","3","0","5","6","0","7471","13867"
"1003547","P00275842","M","36-45","16","A","2","0","2","9","15","6858","13106"
"1004369","P00111842","M","51-55","7","B","1","0","8","0","0","15102","12224"
"1002121","P00245242","M","55+","13","C","0","1","11","0","0","4803","11527"
"1001018","P00289242","M","18-25","4","A","4+","0","1","8","0","12382","13870"
"1004184","P00337742","M","51-55","7","C","0","1","5","14","0","12009","12150"
"1000692","P00000642","F","26-35","0","A","0","1","1","6","16","9483","11859"
"1003347","P00291042","F","36-45","7","C","0","1","8","0","0","12806","15156"
"1005321","P00221442","M","26-35","4","C","0","0","1","2","5","17232","12331"
"1004800","P00224042","M","18-25","4","A","1","0","8","0","0","6132","14659"
"1000601","P00181242","F","18-25","20","B","3","1","11","0","0","1678","10662"
"1004682","P00343042","M","26-35","7","B","3","1","5","18","0","11547","12485"
"1001392","P00298242","M","46-50","3","C","1","1","8","0","0","9773","14007"
"1003497","P00025442","F","36-45","2","A","2","0","1","2","9","5728","15858"
"1004791","P00331842","M","18-25","4","A","2","0","16","0","0","15786","12476"
"1001042","P00005942","M","36-45","5","C","3","1","2","4","9","2058","14603"
"1003705","P0097142","M","46-50","7","B","1","1","12","0","0","16483","15141"
"1004354","P00112142","M","36-45","14","B","2","0","1","2","14","-3840","11994"
"1004093","P00282142","M","26-35","4","C","2","0","3","4","0","3492","13215"
"1000008","P00303442","M","26-35","12","C","4+","1","1","8","14","7686","5076"
"1001359","P00000142","M","36-45","1","C","2","0","3","4","5","7874","13557"
"1004270","P00035042","M","46-50","7","C","1","1","5","8","14","4787","9155"
"1002907","P00179142","F","36-45","5","A","4+","0","11","0","0","9626","15509"
"1003403","P00350942","M","36-45","5","C","1","0","3","4","5","19970","14078"
"1000551","P00127642","M","36-45","20","A","4+","1","1","2","15","9761","15995"
"1004022","P00139542","M","36-45","14","B","1","1","5","0","0","7298","9737"
"1005664","P00116642","M","18-25","4","C","4+","0","5","0","0","6274","13319"
"1002496","P00242742","M","51-55","1","B","1","0","1","2","9","23809","12171"
"1003272","P00318742","M","36-45","0","B","1","0","1","8","0","16195","13053"
"1004224","P00222142","F","46-50","1","C","1","1","5","13","0","4666","12105"
"1000617","P00075542","F","26-35","7","C","1","0","8","13","0","13603","11943"
"1000744","P00270842","M","26-35","17","B","2","0","5","0","0","2709","11832"
"1001274","P00126142","M","46-50","7","B","4+","1","8","16","0","2174","13734"
"1002288","P00199442","M","0-17","10","B","2","0","5","9","0","14970","13231"
"1003226","P00343042","M","36-45","4","A","1","1","5","18","0","12857","10943"
"1005954","P00244442","M","46-50","11","A","2","1","11","0","0","7273","15462"
"1003010","P00042942","M","26-35","12","A","0","0","1","15","0","7202","14474"
"1003524","P00278442","F","26-35","0","C","4+","0","11","0","0","7078","10288"
"1001491","P00150342","M","18-25","4","B","1","0","8","14","0","8219","16692"
"1005743","P00118142","F","36-45","0","C","1","0","8","17","0","9654","10642"
"1003568","P00144642","M","26-35","0","C","1","1","1","15","16","17316","15909"
"1000375","P00344242","M","26-35","2","B","1","0","8","10","0","5818","10090"
"1006018","P00196742","M","36-45","1","C","3","0","8","0","0","9332","15464"
"1001757","P00111142","M","26-35","4","B","4+","0","1","15","16","6653","11411"
"1005077","P00178442","M","26-35","2","A","0","0","5","0","0","15160","7590"
"1004508","P00343642","M","26-35","20","A","2","0","7","0","0","11270","17153"
"1005492","P00178142","M","18-25","4","A","4+","1","8","17","0","14706","11190"
"1004898","P00328942","M","26-35","1","B","1","1","5","6","8","15489","13530"
"1001545","P00201442","M","26-35","20","A","1","0","1","6","8","11103","7814"
"1001586","P00119242","M","46-50","7","B","2","1","18","0","0","13836","13191"
"1002063","P00344842","M","26-35","4","A","3","0","5","0","0","13031","11273"
"1003836","P00053842","F","51-55","8","B","1","0","4","5","12","13255","14758"
"1004322","P00031042","F","51-55","6","B","1","0","8","0","0","9845","13207"
"1005185","P00041542","F","36-45","4","C","1","0","8","0","0","4239","16147"
"1000024","P00245642","F","26-35","7","A","3","1","5","11","12","7616","12036"
"1003191","P00235442","M","26-35","12","B","4+","0","1","15","0","16832","9279"
"1003669","P00010742","M","26-35","14","A","2","0","1","8","17","17994","8799"
"1003808","P00101042","M","26-35","7","A","2","1","5","12","0","2853","9628"
"1001313","P00363442","M","18-25","4","B","4+","1","1","0","0","3231","12382"
"1002967","P00285642","M","26-35","0","A","1","0","2","5","15","2537","13178"
"1003713","P00157542","F","26-35","7","B","1","1","8","14","0","12847","11582"
"1005675","P00121642","M","36-45","14","A","2","0","5","14","0","9743","9841"
"1001204","P00145042","M","26-35","7","B","4+","0","1","2","5","12254","12380"
"1005078","P00087442","M","46-50","7","C","1","0","5","0","0","11975","14243"
"1002575","P00220142","M","36-45","7","C","4+","0","1","15","0","8545","12636"
"1006000","P00042142","M","46-50","17","B","2","1","1","2","6","12330","11854"
"1001925","P00121342","M","51-55","7","B","1","0","1","5","18","6793","15223"
"1003519","P00224442","F","26-35","14","A","1","1","5","0","0","16254","15248"
"1004352","P00191242","M","18-25","4","B","0","0","3","4","12","7819","11502"
"1005458","P00234542","F","18-25","2","A","1","0","5","0","0","8611","12046"
"1001369","P00100842","M","26-35","5","B","1","1","5","0","0","7913","14324"
"1004335","P00142942","M","36-45","0","B","3","0","1","2","16","7969","13532"
"1000329","P00352242","M","36-45","7","A","1","0","1","6","16","11421","13663"
"1005485","P00111442","M","26-35","4","C","0","1","8","0","0","1808","13868"
"1001883","P00322042","F","51-55","0","B","1","1","5","8","0","8867","12872"
"1003178","P00118342","F","36-45","5","A","4+","0","2","3","15","795","19091"
"1002765","P00022942","M","51-55","7","C","1","1","5","8","0","11024","11311"
"1005538","P00087042","M","46-50","12","B","2","1","10","14","16","9259","15134"
"1003757","P00021942","M","26-35","7","B","1","0","8","16","0","11254","13189"
"1003189","P00015542","M","26-35","16","A","1","0","1","2","13","14715","13619"
"1001779","P00167942","M","18-25","1","C","4+","0","1","5","0","17839","16443"
"1003693","P00074342","M","26-35","15","B","1","1","5","0","0","9939","9846"
"1000270","P00139542","M","51-55","14","B","2","1","5","0","0","6608","13011"
"1001658","P00324942","F","36-45","6","B","2","0","5","0","0","10879","14793"
"1001004","P00242442","M","26-35","3","B","2","0","1","0","0","6537","9579"
"1004126","P00315842","M","26-35","17","B","1","0","5","0","0","13300","15816"
"1001015","P00042342","M","36-45","3","A","4+","1","8","16","0","16141","13306"
"1006025","P00326742","F","26-35","1","B","1","0","11","0","0","12057","9169"
"1004635","P00141442","M","18-25","4","B","2","0","8","14","0","1921","12570"
"1004387","P00360042","F","18-25","4","B","0","0","8","0","0","8549","12403"
"1001776","P00198342","M","26-35","0","B","4+","1","5","11","0","8887","11684"
"1003491","P00154042","M","26-35","16","B","1","0","1","2","15","-285","12987"
"1003200","P00288742","F","26-35","1","B","4+","0","16","0","0","16706","14986"
"1002985","P00070342","M","18-25","4","A","2","1","1","2","14","3345","10884"
"1005538","P00249142","M","46-50","12","B","2","1","5","0","0","4455","15434"
"1001128","P00201342","M","26-35","1","A","2","0","1","2","9","18419","14229"
"1004472","P00183042","F","46-50","16","B","0","1","15","16","0","18413","10892"
"1003720","P00044142","M","46-50","7","C","1","0","8","16","0","8453","15860"
"1000286","P00059442","M","26-35","1","C","3","0","6","8","16","1725","12745"
"1000667","P00241642","M","26-35","18","C","2","1","1","2","11","9586","14225"
"1000556","P00087042","F","26-35","9","B","4+","0","10","14","16","7673","9999"
"1003807","P00005942","F","36-45","19","B","2","0","2","4","9","13340","14987"
"1005779","P00202542","M","26-35","5","A","1","0","13","16","0","8960","13261"
"1001538","P00242742","M","26-35","3","C","2","0","1","2","9","9659","13520"
"1005046","P00003942","M","26-35","16","A","0","0","5","14","0","14113","10883"
"1002955","P00109242","M","36-45","14","C","3","0","6","8","10","12458","14082"
"1003831","P00243942","F","18-25","6","C","1","0","1","2","15","6307","10983"
"1000877","P00352142","M","26-35","0","B","1","1","1","6","16","5914","13185"
"1004543","P00114442","M","26-35","2","A","0","0","5","6","0","2825","15551"
"1005062","P00265242","M","51-55","16","C","2","1","5","8","0","261","11060"
"1000204","P00028442","M","26-35","7","B","1","1","1","8","16","11632","10740"
"1005370","P00251842","M","26-35","12","C","1","0","1","15","16","20397","12324"
"1001483","P00001042","M","18-25","4","B","1","0","1","2","16","3113","16300"
"1001489","P00369742","F","36-45","2","A","2","1","5","0","0","14280","9415"
"1002012","P00332842","M","26-35","4","B","3","1","4","5","0","-6132","13101"
"1004847","P00119742","M","26-35","12","B","3","0","5","8","12","4292","13831"
"1001038","P00102342","F","55+","15","C","2","1","8","14","17","-1481","13939"
"1003755","P00148642","F","51-55","14","C","1","1","6","10","13","3906","8374"
"1003823","P00212242","M","55+","7","B","1","0","8","0","0","5615","13278"
"1004524","P00003942","M","26-35","2","A","2","1","5","14","0","8228","13523"
"1001264","P00295342","M","26-35","1","A","3","0","2","8","0","12825","12948"
"1000602","P00221542","F","55+","6","C","2","0","5","15","0","15501","16938"
"1000054","P00114542","M","51-55","1","C","4+","1","5","0","0","15315","15143"
"1001181","P00161942","M","36-45","7","A","3","1","5","8","0","7433","15491"
"1000802","P00255842","M","26-35","16","B","1","0","16","0","0","4412","13484"
"1000001","P00184942","F","0-17","10","A","2","0","1","8","17","965","10916"
"1003598","P00102642","M","55+","1","A","2","0","4","8","9","1857","11042"
"1004447","P00071442","M","46-50","5","B","0","1","15","17","0","7912","15266"
"1000729","P00221342","M","36-45","12","C","0","0","1","2","5","9872","13819"
"1005394","P00253142","M","18-25","0","A","2","0","1","2","5","12013","11039"
"1003012","P00040042","M","26-35","12","C","1","1","5","0","0","3954","11751"
"1003180","P00163542","M","26-35","14","B","1","0","2","4","5","3158","10995"
"1003751","P00137542","F","36-45","12","B","4+","0","1","8","16","10437","11092"
"1000980","P00332242","M","26-35","6","C","2","1","1","16","0","13010","14751"
"1005536","P00270842","M","26-35","16","B","2","1","5","0","0","12169","14753"
"1003225","P00113242","M","18-25","0","C","1","0","1","6","8","19923","12941"
"1001937","P00161442","M","26-35","11","C","4+","0","5","14","0","9452","16868"
"1003067","P00285842","F","26-35","0","A","1","0","5","0","0","7553","13820"
"1003499","P00117442","M","26-35","3","A","2","0","5","14","0","13151","8745"
"1001389","P00278242","M","26-35","17","B","4+","1","1","0","0","10598","9418"
"1002781","P00051642","M","36-45","4","C","2","1","8","0","0","8097","12672"
"1003157","P00258742","M","26-35","12","C","2","0","5","0","0","5785","13125"
"1000392","P00084042","M","18-25","7","A","0","0","12","14","0","7942","12866"
"1002733","P00109542","M","46-50","17","B","1","1","8","14","17","5434","12135"
"1001069","P00022442","M","26-35","20","A","4+","0","8","16","0","10189","9117"
"1000644","P00110742","M","26-35","20","C","2","1","1","2","8","9406","12947"
"1002643","P00293242","M","46-50","17","B","1","1","8","16","0","13211","12401"
"1003430","P00100842","F","46-50","1","B","1","1","5","0","0","2663","11370"
"1004416","P00177542","M","18-25","4","A","3","1","1","8","0","16345","14866"
"1003158","P00105342","M","26-35","15","B","1","0","1","2","15","17151","17432"
"1001897","P00312942","F","51-55","2","A","1","1","8","14","0","7716","15575"
"1004473","P00005042","M","36-45","1","B","3","0","6","16","0","1920","11988"
"1001298","P00048942","M","36-45","6","B","4+","0","1","4","0","4938","11929"
"1004708","P00233442","M","26-35","0","B","3","0","1","2","15","5038","13803"
"1003294","P00110842","M","18-25","4","B","3","0","1","2","5","9431","12278"
"1005638","P0096342","M","18-25","1","C","0","0","8","0","0","17431","12361"
"1002825","P00001742","F","26-35","20","B","1","1","8","14","0","16930","12216"
"1004083","P00138542","M","55+","14","A","0","0","5","6","0","2719","10907"
"1005393","P00049542","M","36-45","7","C","2","0","8","0","0","8071","13228"
"1004224","P00195642","F","46-50","1","C","1","1","5","0","0","6918","12118"
"1004116","P00109542","M","36-45","7","A","2","0","8","14","17","6118","10130"
"1000075","P00155242","F","0-17","10","C","4+","0","3","4","12","8458","12440"
"1002166","P00249642","M","0-17","10","C","1","0","3","5","0","3954","12567"
"1005535","P00187842","M","26-35","15","B","1","1","1","16","0","2881","12522"
"1003808","P00344942","M","26-35","7","A","2","1","5","0","0","2633","14552"
"1001962","P00139942","F","18-25","1","B","0","1","5","0","0","8519","9949"
"1001524","P00220442","M","18-25","4","B","1","0","5","14","0","5385","9256"
"1003842","P00235842","F","36-45","16","B","4+","0","11","15","16","13079","12454"
"1003313","P00089342","M","36-45","20","A","2","0","8","0","0","21574","14782"
"1000260","P00010742","M","18-25","19","C","1","0","1","8","17","5806","17426"
"1003022","P00144642","M","26-35","17","C","3","0","1","15","16","7484","16281"
"1000746","P00304642","F","18-25","19","B","3","0","2","14","15","5522","10005"
"1002304","P00302942","M","46-50","12","B","2","1","8","0","0","8252","15629"
"1005743","P00114342","F","36-45","0","C","1","0","1","8","17","11591","13371"
"1005720","P00030942","M","26-35","0","A","0","0","4","5","9","6106","9912"
"1000549","P00088842","M","26-35","6","A","3","0","8","0","0","7548","14215"
"1000314","P00003642","F","55+","9","C","1","0","8","0","0","2447","9816"
"1003648","P00145442","M","18-25","4","B","1","0","8","15","0","9204","12533"
"1003082","P00231242","F","36-45","6","B","1","0","16","0","0","19372","10833"
"1000065","P00044142","M","36-45","12","C","2","1","8","16","0","9719","15321"
"1005930","P00084442","F","36-45","17","C","3","0","13","16","0","17045","10677"
"1001335","P00028842","M","36-45","0","C","1","0","6","8","0","10427","14845"
"1001389","P00118542","M","26-35","17","B","4+","1","5","8","0","8754","12234"
"1004589","P00114442","M","26-35","17","A","0","0","5","6","0","11040","15466"
"1004837","P00346342","M","26-35","5","B","2","0","1","15","0","14202","14480"
"1005662","P00213042","M","0-17","10","C","2","0","1","2","15","5244","12461"
"1002173","P00117942","M","51-55","13","C","1","0","5","15","0","17445","12500"
"1005511","P00224142","M","46-50","1","B","1","1","8","0","0","4558","11675"
"1001516","P00023042","F","26-35","12","B","1","0","5","14","0","9909","9202"
"1001145","P00059442","M","51-55","3","A","2","1","6","8","16","11564","15233"
"1005059","P00007542","M","46-50","16","C","1","1","15","16","0","3597","10790"
"1001224","P00102542","M","51-55","13","B","4+","0","8","0","0","-170","12288"
"1000394","P00016042","M","18-25","0","C","1","0","1","16","0","9845","14637"
"1002442","P00190042","M","36-45","17","C","2","0","3","4","5","11101","13312"
"1004578","P0099342","M","26-35","0","A","4+","0","5","8","0","5462","15141"
"1004070","P00196542","M","26-35","15","C","2","0","5","8","14","6574","13937"
"1000869","P00362442","M","18-25","20","A","4+","1","5","0","0","12654","16803"
"1000585","P00182642","M","18-25","1","A","1","0","2","4","9","9232","11085"
"1005779","P00066942","M","26-35","5","A","1","0","8","14","0","2650","13565"
"1002472","P00113342","M","26-35","18","A","1","1","1","8","17","12721","11214"
"1000538","P00216342","M","55+","16","C","2","1","3","4","5","16218","11386"
"1004021","P00105142","M","51-55","20","B","1","1","1","2","15","13981","10307"
"1002063","P00018642","M","26-35","4","A","3","0","8","0","0","15823","13770"
"1005074","P00271042","M","0-17","0","B","2","0","6","16","0","11330","12449"
"1003403","P00114942","M","36-45","5","C","1","0","1","15","16","13601","7787"
"1002943","P00111242","M","36-45","12","C","1","0","1","18","0","10517","14460"
"1004859","P00049642","F","18-25","14","C","2","0","8","14","0","13414","10619"
"1004897","P00285642","M","36-45","16","B","3","0","2","5","15","4098","11797"
"1004510","P00352142","M","46-50","7","A","4+","1","1","6","16","12418","12440"
"1001465","P00182142","M","51-55","16","B","4+","1","1","5","6","15733","18497"
"1005250","P00057542","M","51-55","6","B","4+","1","3","4","5","9884","15188"
"1001675","P00154042","F","26-35","6","B","1","1","1","2","15","17627","15007"
"1002304","P00304642","M","46-50","12","B","2","1","2","14","15","13911","14518"
"1000173","P00041842","M","26-35","0","B","1","1","6","8","0","2429","9761"
"1005627","P00175942","M","26-35","0","A","4+","1","8","0","0","10725","12763"
"1000830","P00113042","M","36-45","7","A","3","0","11","16","0","16030","12003"
"1004344","P00191042","M","26-35","1","A","4+","0","3","4","0","8561","9459"
"1001195","P00024742","F","0-17","10","C","1","0","8","11","0","17463","11673"
"1001150","P00044442","F","26-35","20","A","1","0","1","16","0","8220","10795"
"1002734","P00024642","F","18-25","4","C","1","0","5","14","0","12473","16950"
"1003763","P00303042","M","26-35","2","A","1","0","5","0","0","-1227","14116"
"1003650","P00244242","M","26-35","0","A","2","0","1","2","15","14435","10808"
"1005664","P00121542","M","18-25","4","C","4+","0","8","15","0","6558","17855"
"1005390","P00035842","M","0-17","0","C","1","0","5","6","9","12630","14620"
"1001440","P00051442","M","36-45","12","C","1","0","8","17","0","1312","10825"
"1000905","P00323942","F","46-50","12","C","1","0","8","15","0","9583","14713"
"1002376","P00103242","M","26-35","1","A","3","0","8","0","0","884","11762"
"1005653","P00296042","M","51-55","1","B","1","0","8","13","16","15107","12862"
"1005394","P00058042","M","18-25","0","A","2","0","8","16","0","4437","11543"
"1003391","P00125542","M","18-25","4","A","0","0","6","16","0","6782","20067"
"1000611","P00023642","M","36-45","0","C","1","0","8","12","0","9464","15618"
"1000174","P00329542","M","26-35","16","C","2","0","1","15","16","12160","13827"
"1001694","P00200942","M","26-35","12","B","3","1","3","0","0","3945","14164"
"1000605","P00355642","F","18-25","4","C","0","0","16","0","0","12224","14105"
"1001749","P00271242","M","26-35","2","B","1","1","8","14","0","15061","16619"
"1000646","P00178942","M","36-45","7","C","2","0","5","8","0","13885","7524"
"1001058","P00241242","M","26-35","1","B","2","0","1","11","15","-1285","8994"
"1003675","P00122342","M","36-45","7","B","3","0","5","0","0","15601","16500"
"1001391","P00034042","M","36-45","15","C","0","1","1","2","16","9721","10603"
"1000306","P00217942","M","18-25","0","C","3","0","5","0","0","5718","18681"
"1005878","P00146742","F","26-35","0","A","4+","1","1","13","14","13802","8193"
"1005371","P00275842","M","26-35","11","A","0","0","2","9","15","-1729","11757"
"1001974","P00294542","M","36-45","17","B","1","0","8","0","0","15424","9649"
"1003036","P00090942","M","55+","13","C","1","0","1","2","14","6699","16137"
"1004048","P00111842","F","36-45","1","B","1","0","8","0","0","1879","12706"
"1002255","P00086442","F","36-45","6","B","1","1","8","13","15","4230","10043"
"1002777","P00347142","M","18-25","4","B","2","0","5","0","0","23879","15356"
"1003984","P00289242","M","26-35","7","C","1","1","1","8","0","11523","16541"
"1001359","P00237642","M","36-45","1","C","2","0","5","14","0","-6986","12853"
"1002208","P00258842","M","26-35","0","C","1","0","5","0","0","10884","11663"
"1001593","P00216342","M","26-35","16","C","1","1","3","4","5","10304","15920"
"1003878","P00331842","M","36-45","16","B","4+","0","16","0","0","13161","7882"
"1005431","P00151442","M","55+","1","C","3","1","8","0","0","5650","12307"
"1001088","P00163042","F","0-17","10","A","3","0","16","0","0","7632","7262"
"1001472","P00102942","M","26-35","7","C","1","0","1","14","0","16433","9799"
"1000509","P00001142","M","26-35","2","A","0","1","5","8","14","9753","8922"
"1000099","P00337642","F","0-17","10","C","1","0","3","4","0","13483","15450"
"1003486","P0096842","F","18-25","0","A","1","0","3","4","12","8316","10677"
"1001284","P00022342","M","46-50","16","A","1","1","8","16","0","14561","14600"
"1004790","P00178142","F","26-35","2","A","4+","1","8","17","0","9191","15122"
"1002625","P00244442","M","36-45","7","C","3","0","11","0","0","12929","12163"
"1003103","P00358442","M","26-35","20","C","4+","1","1","15","0","15585","15904"
"1004906","P00113042","M","51-55","17","B","1","1","11","16","0","11098","15021"
"1000220","P00129642","M","26-35","12","A","3","0","5","0","0","7515","8568"
"1001717","P00053842","F","51-55","6","B","1","0","4","5","12","14153","16624"
"1002304","P00084842","M","46-50","12","B","2","1","8","16","0","11649","9623"
"1000536","P00054542","M","26-35","20","C","1","0","1","2","3","5693","12758"
"1001525","P00120742","F","26-35","16","B","3","1","8","12","17","1472","11292"
"1003667","P00295942","F","0-17","10","C","1","0","2","5","15","6819","11148"
"1003224","P00213742","F","26-35","14","A","3","1","8","0","0","4266","13647"
"1000485","P00343042","M","55+","7","C","2","1","5","18","0","-811","7501"
"1001449","P00222642","M","36-45","20","A","1","1","5","0","0","4301","11111"
"1000566","P00016642","M","26-35","17","A","3","0","5","0","0","17394","13916"
"1003012","P00062842","M","26-35","12","C","1","1","1","2","13","6227","13414"
"1001693","P00293742","M","26-35","12","C","1","1","8","0","0","-2645","14914"
"1002337","P00208342","M","36-45","17","B","1","0","1","16","0","14755","10565"
"1000006","P00190142","F","51-55","9","A","1","0","3","4","5","21581","13210"
"1002443","P00247042","F","36-45","0","C","1","0","5","14","0","3754","13231"
"1001211","P00118642","M","18-25","4","A","1","0","1","8","14","14572","13703"
"1000163","P00000242","M","18-25","4","A","1","0","2","4","9","9854","12413"
"1005657","P00000242","M","51-55","14","A","1","0","2","4","9","14802","13966"
"1005917","P00113742","F","51-55","1","A","2","1","5","14","0","9870","12764"
"1004892","P00142142","M","26-35","12","A","1","0","1","2","15","11759","13530"
"1005738","P00180442","M","26-35","12","A","1","1","11","0","0","14407","12990"
"1004167","P00111242","M","26-35","20","B","1","0","1","18","0","13145","13413"
"1003658","P00112642","F","26-35","7","C","4+","0","1","2","5","10734","12925"
"1003216","P00112842","M","36-45","1","B","1","0","8","17","0","3609","10720"
"1002786","P00209842","M","26-35","4","A","2","0","5","8","0","8029","14509"
"1000302","P0094842","M","18-25","4","B","4+","0","4","8","0","20481","14299"
"1001841","P00074442","M","18-25","0","C","2","0","1","16","0","14216","6238"
"1001448","P00001142","F","26-35","3","A","1","0","5","8","14","7687","14979"
"1003086","P00151742","M","18-25","12","A","1","1","8","15","16","3586","14941"
"1005403","P00255742","M","0-17","10","B","1","0","3","4","0","12418","17452"
"1004509","P00028842","M","26-35","7","C","0","1","6","8","0","17315","15392"
"1002736","P00148642","M","46-50","12","C","4+","0","6","10","13","11925","14635"
"1003976","P00100842","F","26-35","0","B","4+","0","5","0","0","6453","14261"
"1004315","P00302442","M","18-25","4","C","2","0","5","6","0","8580","13388"
"1002407","P00183942","M","36-45","16","C","1","0","3","4","0","10884","17407"
"1001611","P00284942","M","26-35","0","B","1","0","16","0","0","9086","14882"
"1002808","P00248342","M","55+","16","A","3","0","8","13","0","3682","14459"
"1000549","P00303942","M","26-35","6","A","3","0","8","13","0","11374","17597"
"1002737","P00072742","M","26-35","3","B","3","0","8","14","0","10432","14661"
"1001299","P00111642","M","26-35","14","B","1","0","1","3","4","15582","7985"
"1002376","P00018942","M","26-35","1","A","3","0","8","0","0","7802","11863"
"1001497","P00281642","M","51-55","5","C","1","1","1","8","0","-487","13685"
"1004390","P00073842","M","26-35","0","B","2","0","1","15","17","5400","17240"
"1000307","P00100142","M","51-55","16","B","0","1","10","16","0","8447","13136"
"1004048","P00321742","F","36-45","1","B","1","0","5","8","17","7812","16238"
"1000498","P00308342","M","36-45","17","A","1","0","5","8","0","11805","11738"
"1005795","P00040842","M","26-35","1","A","1","1","2","4","0","-510","13557"
"1002197","P00332942","F","26-35","1","C","1","0","5","8","0","7826","12083"
"1003815","P00051442","M","26-35","17","C","0","0","8","17","0","2214","12506"
"1001097","P00034042","M","18-25","17","A","4+","0","1","2","16","10454","18714"
"1002589","P00065342","M","26-35","0","C","3","0","2","15","0","5294","15924"
"1001547","P00128942","M","55+","13","A","4+","1","1","11","0","9463","11724"
"1005795","P00039942","M","26-35","1","A","1","1","8","0","0","15373","13806"
"1000220","P00052842","M","26-35","12","A","3","0","10","15","0","1579","14302"
"1003770","P00193542","F","36-45","3","C","1","1","1","2","0","10934","12137"
"1002164","P00112842","M","36-45","0","B","3","0","8","17","0","25236","11198"
"1000293","P00247542","M","55+","1","C","1","1","8","16","0","5858","17344"
"1001383","P00346742","F","26-35","7","A","1","0","11","16","0","4878","12722"
"1004127","P00198242","M","51-55","17","B","1","1","2","4","9","8586","12689"
"1002410","P00310542","M","55+","7","C","1","1","8","0","0","14897","8947"
"1004126","P00062842","M","26-35","17","B","1","0","1","2","13","5708","15705"
"1003558","P00086042","M","18-25","17","A","3","0","8","14","17","-78","17991"
"1000715","P00109842","M","18-25","0","B","1","0","8","0","0","13464","12098"
"1003208","P00066942","M","26-35","14","B","4+","0","8","14","0","16762","12733"
"1003766","P00014842","F","18-25","1","B","1","0","1","2","5","20654","13667"
"1005558","P00052842","M","0-17","10","B","2","0","10","15","0","11678","15122"
"1003571","P00240142","M","18-25","4","C","1","0","5","0","0","10867","16035"
"1002271","P00282242","M","51-55","14","A","1","0","5","8","17","11170","11815"
"1005567","P00168442","M","51-55","3","B","0","1","5","0","0","4665","11854"
"1001675","P00105142","F","26-35","6","B","1","1","1","2","15","14864","15569"
"1005568","P00029542","M","18-25","4","C","3","0","1","2","18","810","15727"
"1002685","P00141442","M","46-50","7","C","2","1","8","14","0","12921","16468"
"1002158","P00112542","M","26-35","12","A","1","1","1","11","15","5932","12164"
"1001358","P00044442","M","36-45","17","C","1","1","1","16","0","5582","16667"
"1001741","P00088542","M","36-45","7","A","4+","1","5","12","14","10741","14377"
"1005766","P00055842","M","55+","14","C","0","1","8","0","0","4300","15890"
"1003504","P00145042","M","18-25","7","B","1","0","1","2","5","18269","14256"
"1001617","P00306142","M","26-35","12","C","3","0","5","0","0","20079","11453"
"1001941","P00009342","M","36-45","17","A","1","0","1","16","0","9507","8604"
"1004725","P0097342","M","36-45","5","A","2","0","1","15","16","14335","7553"
"1002810","P00278442","F","0-17","10","B","2","0","11","0","0","12893","12151"
"1005065","P00057542","M","26-35","14","C","4+","1","3","4","5","-99","13232"
"1001571","P00046142","M","26-35","20","B","1","1","1","16","0","6460","14035"
"1001717","P00102642","F","51-55","6","B","1","0","4","8","9","7305","17071"
